CustomerID,Churn,churn_probability,risk_band
3280518,1,0.8556740638250532,High
3279762,0,0.8556239587934489,High
3245626,1,0.8555891557703942,High
3041590,1,0.855521398109006,High
3108354,1,0.8554999385883301,High
3326206,1,0.8554883805055359,High
3001630,1,0.8551485869197049,High
3000794,1,0.8548834331724026,High
3228598,1,0.8548642195059171,High
3355798,1,0.8547955769569759,High
3351214,1,0.8544041859033188,High
3153790,1,0.8541999062286435,High
3231782,0,0.8539327333210889,High
3342018,1,0.8538446496093061,High
3281046,1,0.8536561980191107,High
3009206,1,0.8532626345099298,High
3122414,1,0.8531530556574873,High
3047938,1,0.8530946607994592,High
3031658,0,0.8527150175831109,High
3105782,1,0.8526665454353606,High
3284122,1,0.8526175684163305,High
3245010,0,0.8524724863654122,High
3328358,1,0.852463830283459,High
3227666,1,0.8523069727979178,High
3005090,1,0.8522204887019399,High
3275330,1,0.8520678325218913,High
3299774,1,0.8517965726597914,High
3043762,1,0.8517890207987017,High
3291542,1,0.8517734826769857,High
3293222,1,0.8517619488475456,High
3212130,1,0.8511423803567641,High
3006314,1,0.8509437051142181,High
3363726,1,0.8506966050802202,High
3265758,1,0.8505211640173815,High
3240586,1,0.8502755099082057,High
3334714,1,0.8501814931892024,High
3181610,1,0.8500629471912157,High
3099090,1,0.8500474542942739,High
3197682,1,0.8496800786585872,High
3346458,1,0.8494869274500885,High
3324062,1,0.8493799758197439,High
3314622,1,0.8491211560018552,High
3313602,1,0.8489564692665923,High
3273974,1,0.8488660159829139,High
3027150,1,0.8487669412029213,High
3256978,1,0.848582773467643,High
3133138,1,0.848202662954079,High
3324390,1,0.8478862152038493,High
3285886,0,0.8477571296412011,High
3392414,1,0.8477267803681025,High
3332450,1,0.8476777448337534,High
3229458,0,0.8476734608481281,High
3294170,1,0.8475217955098269,High
3138694,1,0.8473607596146556,High
3342026,1,0.8472900809678882,High
3265338,1,0.846909735472673,High
3109758,0,0.8468691927215446,High
3396198,1,0.8465990878878421,High
3277794,1,0.8465985690110577,High
3276738,1,0.8465875438633992,High
3000026,1,0.8465136881570642,High
3272650,0,0.8464189792266554,High
3190318,0,0.8464105098594207,High
3334378,1,0.8463150017021105,High
3273678,1,0.8460125874110831,High
3105510,1,0.8456930619295019,High
3392146,1,0.8456404550929715,High
3289734,0,0.8455518551845845,High
3299786,1,0.8455439506216715,High
3328766,1,0.8453682416619838,High
3322438,0,0.8449683774373582,High
3271462,1,0.8437959399744573,High
3206658,1,0.8437952876789158,High
3007818,1,0.8436093726355004,High
3231890,1,0.8435825450749758,High
3121366,1,0.8434974016486291,High
3014642,1,0.8433360956258625,High
3204194,0,0.8430979346817811,High
3249010,1,0.8427404001001937,High
3360206,1,0.8422240202929483,High
3395054,0,0.8421752270671303,High
3030610,1,0.8420030490513971,High
3206330,1,0.8419954967800468,High
3253046,1,0.8419762485211775,High
3234746,1,0.8419617811326697,High
3235034,1,0.8419061106998371,High
3008934,0,0.8417840576849269,High
3230510,1,0.8417532471367678,High
3170806,1,0.8417283710470256,High
3007770,1,0.8415455232300699,High
3289654,0,0.8411904908606804,High
3213890,1,0.8411127839118141,High
3124998,1,0.8410824088298694,High
3162826,1,0.8407339109518449,High
3202410,1,0.8406463027016747,High
3314802,1,0.8405376354502403,High
3321370,1,0.8403455847772856,High
3103266,0,0.8402239030129052,High
3358726,1,0.8397950142032101,High
3245454,0,0.8396849205401989,High
3322526,0,0.8395130693150207,High
3136614,0,0.8390103458491743,High
3238014,1,0.83870074012799,High
3299750,0,0.838301271157279,High
3140026,1,0.8382322825817844,High
3229162,1,0.8381371749921737,High
3263770,1,0.838135627129366,High
3345618,1,0.8378771585077716,High
3152574,1,0.8376285444645606,High
3238582,1,0.8374689729259506,High
3250582,0,0.8369290649176058,High
3173698,1,0.8368767584337266,High
3267306,1,0.836615187896293,High
3300758,0,0.83656420610853,High
3099514,1,0.8363943587377383,High
3079330,1,0.8363190853903734,High
3212282,0,0.8361360647704807,High
3273950,0,0.83587915912177,High
3232410,1,0.8358294433523147,High
3308798,0,0.8355800084305491,High
3146622,1,0.8355364313248288,High
3179854,1,0.8355117021306978,High
3274398,0,0.835483249948476,High
3330054,1,0.8353499065080577,High
3315458,1,0.835316062153478,High
3011542,0,0.83523026057641,High
3209582,1,0.8352160544830808,High
3146982,1,0.8352128491144758,High
3264678,1,0.8351281072543897,High
3271750,1,0.8350910963079498,High
3273614,1,0.8349348391101322,High
3252402,1,0.8346451983481852,High
3229090,1,0.834509874714582,High
3034278,1,0.8344814886614387,High
3232102,1,0.8344080598231,High
3060586,1,0.8343212144544575,High
3348854,1,0.834206298706749,High
3049430,1,0.8341716334330526,High
3068034,1,0.8340784169012861,High
3287842,0,0.8337950275960533,High
3067086,1,0.8337161117215618,High
3004906,1,0.8336044670006088,High
3019030,1,0.8335978056453153,High
3191630,1,0.833563075657623,High
3282630,1,0.8335413783440203,High
3331866,1,0.8334944688684571,High
3023622,1,0.8332162963887177,High
3218210,1,0.833143755333923,High
3302074,0,0.8327184322766428,High
3297698,0,0.8326438287124964,High
3259898,1,0.8322897048561088,High
3109498,0,0.8319504762716716,High
3319026,1,0.8318067800091318,High
3322774,1,0.8316417586116923,High
3156190,0,0.8316109126012927,High
3315302,1,0.8314803772162427,High
3188210,1,0.8313985530430653,High
3242726,1,0.8313263764049585,High
3120474,1,0.8311467091628559,High
3278538,1,0.8308116837947718,High
3273670,1,0.8307624093603883,High
3217550,1,0.8307432249937698,High
3293518,1,0.8302470192756413,High
3284402,1,0.8301493585198028,High
3043422,1,0.830024293326402,High
3362750,0,0.8298514961054926,High
3351346,0,0.8298506311216154,High
3146326,1,0.8297881587563051,High
3165170,1,0.8297172747087178,High
3089702,1,0.8297001526394178,High
3046802,1,0.829647945505003,High
3007274,1,0.8295787298597395,High
3199482,1,0.8292074979151451,High
3295526,1,0.828897670748391,High
3028038,1,0.8288653780098801,High
3076742,1,0.8287894593570132,High
3020358,1,0.8286863074704386,High
3359630,1,0.8283043329555079,High
3146406,1,0.8281966618647705,High
3131562,1,0.8280857252692657,High
3022042,0,0.8280626708181474,High
3026294,0,0.8280278412053691,High
3273786,1,0.8277909625509158,High
3014814,1,0.8276191860596006,High
3020150,1,0.8275278053689158,High
3226138,1,0.8274113859818537,High
3191090,1,0.8272645426009504,High
3274910,1,0.8270888547292294,High
3324714,1,0.8270732748402985,High
3312214,1,0.8268717380580554,High
3354606,1,0.8267977387347615,High
3008350,1,0.8266318857604392,High
3212990,1,0.826623660407544,High
3276986,1,0.8263992295620298,High
3150398,1,0.8262549736237106,High
3145438,1,0.8262199704052593,High
3230758,1,0.8261554786769403,High
3235190,1,0.8260495306470393,High
3048090,1,0.8259589510846834,High
3015718,1,0.8259550492662552,High
3155010,1,0.8259218910125232,High
3267754,0,0.8258866508735769,High
3173474,0,0.825593342342082,High
3104726,1,0.8254414912059463,High
3211010,1,0.825133313085188,High
3182670,1,0.8250512427965342,High
3345606,1,0.825011001444635,High
3133950,1,0.8248804543589235,High
3023042,1,0.8248155269222398,High
3151854,1,0.8247878158296222,High
3247638,1,0.8246203103460643,High
3284782,1,0.8244208495901406,High
3092182,1,0.8242781438337057,High
3238134,1,0.8242083591747591,High
3263258,1,0.8241904339740982,High
3254986,1,0.8241108737473472,High
3269834,1,0.8239302530463208,High
3099162,1,0.8238586192351467,High
3068978,1,0.8234988188884694,High
3253802,1,0.8234384276797136,High
3266630,1,0.8233964925224311,High
3395174,1,0.823216653047325,High
3158074,1,0.8229733461787982,High
3139106,1,0.8229518569886312,High
3233438,1,0.822805358774787,High
3134494,1,0.8224027476460535,High
3355294,1,0.8221388394946406,High
3219054,1,0.8219923755592188,High
3246594,1,0.821871018102431,High
3186526,1,0.821732009151912,High
3224526,1,0.8214499150275508,High
3059830,1,0.8213588524548145,High
3130126,1,0.8209904624101961,High
3109266,1,0.8207992196227577,High
3094070,1,0.8207982755341582,High
3365178,1,0.8207876146654481,High
3071510,1,0.8207036107960437,High
3051910,1,0.8202065963609331,High
3327070,1,0.8201948654617913,High
3309390,1,0.820036445656796,High
3148686,1,0.8199910859300392,High
3001658,1,0.8198949348201504,High
3264366,1,0.819859589316663,High
3333510,1,0.8197828822360195,High
3152430,1,0.8196847015268429,High
3191262,0,0.8195322289061886,High
3035850,1,0.8194745119735327,High
3323250,1,0.8193402845868247,High
3231002,1,0.8191963476847148,High
3010174,1,0.8188867992149892,High
3236230,1,0.8188586314574603,High
3396986,1,0.8185005621054129,High
3266002,1,0.8184936466319107,High
3269542,1,0.8183356014154025,High
3128822,1,0.8180748863629252,High
3273326,1,0.818053776885178,High
3183482,1,0.8178795735349295,High
3188826,1,0.81779176866299,High
3138102,1,0.8176124446496069,High
3276902,1,0.8174355905829699,High
3069902,1,0.8170014614873238,High
3174666,0,0.8168488690817977,High
3158958,1,0.8168299991442434,High
3220266,1,0.8167720636688638,High
3184826,1,0.8164044342421284,High
3007022,1,0.8163468813295541,High
3253434,1,0.8162201401054864,High
3191182,1,0.8160648689212144,High
3019378,1,0.8153957609997898,High
3050630,1,0.8153829996747739,High
3114902,1,0.8153614974734935,High
3204774,1,0.815176762390162,High
3170018,0,0.8151522910209711,High
3306034,1,0.8151503591004665,High
3272318,1,0.8150381457263174,High
3175486,1,0.8149912942637659,High
3267310,1,0.8148957474496149,High
3270910,1,0.8146730364958178,High
3242614,1,0.8146644397151828,High
3179270,1,0.8146167086279448,High
3178506,1,0.8144412961940599,High
3024578,0,0.814420363959538,High
3397630,1,0.8143102233082012,High
3169646,0,0.8142847030375638,High
3006838,1,0.8142030904549419,High
3312126,0,0.8141563779175245,High
3065586,1,0.8141452187052081,High
3030922,1,0.8140916871845185,High
3305130,1,0.8140465090749546,High
3258202,1,0.8139989513368352,High
3089590,0,0.813658557013883,High
3323842,1,0.8133194511965334,High
3155862,1,0.8133055879439773,High
3237422,1,0.8127286080512663,High
3339862,1,0.8125836113885868,High
3238526,0,0.8125774012246897,High
3086410,1,0.8125368952611067,High
3034934,1,0.8125116174732004,High
3355850,1,0.812412229991091,High
3295106,1,0.8123890811888835,High
3083418,1,0.8121600189559054,High
3078934,1,0.8119330003858355,High
3314550,1,0.8115320422895616,High
3123978,1,0.8114852495120265,High
3047774,1,0.8113014803060542,High
3161806,1,0.8112797524720055,High
3011438,1,0.8111030355551124,High
3268210,1,0.8110850585677181,High
3241658,0,0.8108717447664056,High
3356734,1,0.8107870631523091,High
3030078,1,0.8107811856602319,High
3357322,1,0.8105319361811121,High
3288402,1,0.810525024085056,High
3143990,1,0.8104727325534039,High
3358634,1,0.8104277383430823,High
3049862,1,0.8103880870577812,High
3318730,0,0.8103872078566942,High
3147102,1,0.8103732648387008,High
3244366,1,0.8103376099081011,High
3051802,1,0.8102826016782887,High
3257226,1,0.810192030069502,High
3042502,1,0.8101361437101647,High
3237358,1,0.8100432865677605,High
3286554,1,0.8097452503585383,High
3246186,1,0.8097155240295046,High
3324594,1,0.8097040305159042,High
3296938,1,0.8096924185392046,High
3174942,0,0.8096486483723657,High
3012414,0,0.8095077424042144,High
3175354,1,0.8094098022383566,High
3175810,1,0.8093086888070165,High
3031918,1,0.8092697615023515,High
3120338,0,0.8091711403373161,High
3135134,1,0.808909226022302,High
3232294,1,0.8088573562165208,High
3081266,1,0.808818555568626,High
3220398,1,0.8086217221638121,High
3289342,0,0.8085677964377612,High
3033710,1,0.8085480461260128,High
3272142,1,0.8083798718439005,High
3115526,1,0.8082046630717138,High
3271002,1,0.8080139280721799,High
3344838,1,0.8079832806162603,High
3243654,1,0.8079070002091553,High
3300710,1,0.8077286402869861,High
3210738,1,0.8076232118970484,High
3265738,0,0.8074782941912981,High
3176434,1,0.8074347833177572,High
3273622,1,0.8073322069798134,High
3232702,1,0.8073186981527551,High
3092874,1,0.8071369370690119,High
3390546,1,0.8070328841276013,High
3116986,1,0.8070094268456699,High
3041482,1,0.8069539638331938,High
3108234,1,0.8068866832120583,High
3308398,1,0.8068468984487907,High
3081370,0,0.8067953950117626,High
3071378,1,0.8067458789207811,High
3218054,1,0.8067394490905188,High
3186218,1,0.8065060061516736,High
3112910,0,0.8064010254412577,High
3214046,1,0.8063542097181361,High
3083446,0,0.806145983687769,High
3340686,1,0.8060432840161674,High
3026970,1,0.8059567833478264,High
3185874,1,0.805940423053439,High
3237438,1,0.8059057909062842,High
3298822,1,0.805881860719331,High
3186534,1,0.8057810271788357,High
3314786,1,0.8057742663666037,High
3209774,0,0.8055376449978624,High
3171210,1,0.8054464072150198,High
3157586,1,0.8053943963643136,High
3352698,0,0.8053853946384004,High
3229070,1,0.8053438660646259,High
3098038,1,0.8052284276379366,High
3312430,1,0.8051851234792607,High
3148102,1,0.8051625449859768,High
3255398,1,0.8051430387179571,High
3139786,1,0.8050136405048024,High
3173382,1,0.8049323544748191,High
3257362,1,0.8049292947022446,High
3255318,1,0.8046005875854387,High
3156850,1,0.8043950417761673,High
3280486,0,0.804381140377879,High
3220538,1,0.804313854492757,High
3365762,1,0.804141597570488,High
3135374,1,0.8041101391456482,High
3003006,0,0.804050269046181,High
3075774,1,0.8039900327911665,High
3304222,1,0.8038286579796973,High
3213738,1,0.803787642131801,High
3269454,1,0.8037840994720162,High
3093734,1,0.8037688305586934,High
3060174,1,0.8037220405024806,High
3349902,1,0.8037186771770632,High
3015414,1,0.8036536465367163,High
3341034,1,0.8036325079846229,High
3276262,1,0.8034830045360989,High
3242862,1,0.8033125243816238,High
3237230,1,0.803308018780478,High
3193658,0,0.8030280012379157,High
3026962,1,0.8028408722767644,High
3361962,1,0.8028353469245314,High
3399370,1,0.8028350986585084,High
3189666,1,0.8028144710034844,High
3030826,1,0.8028059075775928,High
3109642,0,0.8027662700690255,High
3232210,1,0.8026061412789012,High
3195898,1,0.8025915592429159,High
3160082,1,0.8024665198115292,High
3057526,1,0.8024454823582211,High
3225730,1,0.8023260636744118,High
3255326,1,0.8022795277477389,High
3239038,1,0.8022351125753061,High
3352358,1,0.8019795826953369,High
3144294,0,0.8019270501470804,High
3032302,1,0.8019263257148058,High
3280606,0,0.8017932143778193,High
3066342,0,0.8017498233688894,High
3220362,1,0.8012542384393134,High
3262654,1,0.8012476385011905,High
3017394,1,0.8011190557087281,High
3117818,1,0.8011113177381303,High
3222862,0,0.8010644464462945,High
3237406,1,0.8010619411410502,High
3304546,1,0.801055262493742,High
3119330,1,0.8009346693176752,High
3272406,1,0.8008800635669316,High
3000898,1,0.8007992415904115,High
3239670,1,0.8007794188569833,High
3269774,0,0.8006631101607962,High
3310702,1,0.8005349938876415,High
3149990,1,0.8004223163143145,High
3168258,1,0.8003887611533074,High
3334186,1,0.8002651046766027,High
3336350,1,0.800248424003781,High
3148866,1,0.8002424680721305,High
3264974,1,0.8001835385257111,High
3037442,1,0.8001441822452691,High
3273886,1,0.8001146961590447,High
3228098,1,0.8000793260357206,High
3196158,1,0.8000520755578556,High
3320574,1,0.8000097757554919,High
3014982,0,0.7999613464010733,High
3216342,0,0.7999013850420313,High
3397770,1,0.7998965042035013,High
3276898,1,0.7996967299160092,High
3016586,1,0.7996810354558017,High
3019626,1,0.7996234463799462,High
3339230,1,0.799487290014309,High
3331326,1,0.7993043921819628,High
3001714,1,0.7992791571151204,High
3116038,1,0.799220076359725,High
3295150,1,0.7991774189724609,High
3217358,1,0.7991223557497933,High
3161478,1,0.7990363011394244,High
3282018,1,0.7989722315193746,High
3311102,1,0.798935775694969,High
3082578,1,0.7989332930281644,High
3233502,0,0.7989166730674647,High
3039498,1,0.7988554477399872,High
3295650,1,0.7988315372388333,High
3300006,1,0.7988155696906444,High
3265466,1,0.7986735284966455,High
3320210,1,0.7985803104176242,High
3064330,1,0.7985080212443438,High
3286206,1,0.7985068780763863,High
3310830,0,0.7984821263925318,High
3318430,1,0.7983978228446018,High
3032654,1,0.7983423202299106,High
3361754,1,0.7983363261347141,High
3324046,1,0.7982100378929393,High
3087138,0,0.7981410857588683,High
3235450,1,0.7981206370870618,High
3278322,1,0.7980998090747303,High
3001882,1,0.7980883909312488,High
3268226,1,0.7980695535087629,High
3198294,1,0.7980205794191263,High
3124846,1,0.7979931310749612,High
3206894,1,0.7978853163191892,High
3115866,1,0.7978176828455075,High
3233258,1,0.7976644641055216,High
3156842,1,0.7974743600002966,High
3323190,1,0.7974606526290707,High
3206178,1,0.7972502979612266,High
3334738,1,0.7972363091335846,High
3232938,1,0.7971389091529371,High
3288418,0,0.797080708890551,High
3234230,1,0.7970728160974242,High
3120214,1,0.7970525495143127,High
3223050,1,0.7970448834739099,High
3238394,1,0.7970270936217898,High
3083818,1,0.796886900378324,High
3332422,1,0.7966107253244558,High
3189566,1,0.7965429938413219,High
3016518,1,0.7965377680636583,High
3247898,1,0.7963456202880438,High
3323846,1,0.7961314026693103,High
3338206,1,0.796067310727867,High
3271930,1,0.7960335381120057,High
3290938,0,0.7960025867261525,High
3252070,1,0.7959817650423509,High
3384886,0,0.7957544554647225,High
3274190,1,0.7956808382599608,High
3134318,1,0.7956558348838932,High
3258254,1,0.7955550210078861,High
3259274,1,0.7955432591656688,High
3182074,0,0.795408401681453,High
3136962,1,0.7953635540120769,High
3150034,0,0.7953147853135261,High
3139810,1,0.7952123884809937,High
3297582,1,0.7950469991161695,High
3247642,1,0.7949780814176883,High
3289818,1,0.7949318384271541,High
3170990,1,0.7949314766086115,High
3306694,1,0.7948602929019244,High
3072994,1,0.7947320701253456,High
3190086,1,0.794726783553748,High
3137774,1,0.7947184969065743,High
3100786,1,0.794543154761545,High
3356498,0,0.7944841662939951,High
3046038,1,0.7944710146428102,High
3257218,1,0.7943397154355866,High
3160998,1,0.7943002176452161,High
3102602,1,0.7942164583773328,High
3229138,0,0.7940647760010158,High
3071486,0,0.7939889456856755,High
3004562,1,0.7939485718409551,High
3115138,1,0.7938471184191188,High
3051026,1,0.7937039643279667,High
3228686,0,0.7936981087583426,High
3285386,1,0.7936392448456957,High
3107502,1,0.7935745481669824,High
3252294,1,0.7935687518710293,High
3122942,1,0.7934665931735512,High
3219598,1,0.7934216587576498,High
3360070,0,0.7932592696452767,High
3027466,1,0.7930743796712161,High
3146718,0,0.7930665264541782,High
3239918,1,0.7930308470839426,High
3273430,1,0.7928634626453982,High
3099582,1,0.7928497114578202,High
3284722,0,0.7928346151415654,High
3289666,1,0.7927149191380661,High
3182722,1,0.7926924963558328,High
3309422,1,0.7926373897453906,High
3388002,1,0.7925402441204211,High
3176882,1,0.792468661169826,High
3357958,1,0.7924496841912112,High
3207034,1,0.7922470078278325,High
3080090,1,0.7922459487311658,High
3200246,1,0.792194417926918,High
3027374,1,0.7920447628110526,High
3139234,1,0.7919515987121801,High
3327878,1,0.7919284341875924,High
3180110,0,0.7919097146289257,High
3113534,1,0.791893649706101,High
3217870,1,0.7916716504724941,High
3313078,1,0.7915166131933631,High
3330806,1,0.791510218807414,High
3094934,1,0.7914058184779519,High
3270078,1,0.7913439639292156,High
3311902,1,0.7913111021336047,High
3281842,1,0.7912731993781965,High
3268450,1,0.7911938514324686,High
3237526,1,0.7911741788154933,High
3119402,1,0.7911426455028827,High
3045818,1,0.7909699399169065,High
3094750,0,0.7909658179571925,High
3181030,1,0.7906010486813556,High
3329626,1,0.790512345367575,High
3324314,1,0.7904588630736212,High
3255138,1,0.7904544107380389,High
3234434,1,0.7904292447525084,High
3037594,0,0.7903028032867722,High
3394294,1,0.7902930021708529,High
3030402,1,0.7902910045013325,High
3162550,1,0.7902491694625402,High
3251746,1,0.7900776920821304,High
3323478,1,0.789974152386837,High
3330578,1,0.789898941262209,High
3239886,1,0.7897382549235626,High
3234634,1,0.7897289714288206,High
3342690,1,0.7896677579728806,High
3273882,1,0.7896265703108174,High
3354422,1,0.7895567716402848,High
3273846,1,0.7895079953575572,High
3046878,1,0.7895040963489282,High
3006266,1,0.7892882183452075,High
3103410,1,0.7890960528546852,High
3265926,1,0.7890127263997839,High
3214438,1,0.7889755646958475,High
3320046,1,0.7889711956511888,High
3383438,1,0.7888487953316359,High
3265702,1,0.7888282634496684,High
3333910,1,0.7886917039834986,High
3247094,1,0.7886640736126305,High
3303342,1,0.7885912788508048,High
3114690,1,0.7885882352304222,High
3182166,0,0.7885836625301811,High
3293466,1,0.7885641926880138,High
3235854,1,0.7883784140627835,High
3188582,1,0.78837083171902,High
3134266,1,0.7882880990454423,High
3123606,1,0.7882838886161058,High
3073086,1,0.788231481271548,High
3230646,0,0.7882174690415767,High
3261646,1,0.7882092635576938,High
3138194,1,0.7881995199804459,High
3209646,0,0.7881481023965533,High
3167062,1,0.7880176294719076,High
3230174,0,0.787975622706792,High
3251358,1,0.7879643457752651,High
3153426,1,0.787960638964412,High
3221698,1,0.7878857335444079,High
3250058,1,0.7878715942778282,High
3124254,1,0.7878694655638214,High
3227930,0,0.7878416213209589,High
3068006,1,0.7877520615838467,High
3362918,1,0.7877302914794794,High
3313802,1,0.7875655758621494,High
3183306,1,0.7875054472007561,High
3348930,1,0.7871685462820082,High
3111162,0,0.7871503756535493,High
3357738,1,0.7870774158279684,High
3231934,1,0.7868980932274419,High
3396246,1,0.7868705168558708,High
3024634,1,0.7868097363949061,High
3134514,1,0.7867823452421336,High
3193606,1,0.7867326023957733,High
3347810,1,0.7867296287402471,High
3257074,1,0.7865772375546839,High
3123846,1,0.786577184703997,High
3081042,1,0.7865769940043431,High
3076214,1,0.7864725041182804,High
3026066,1,0.7864284073988852,High
3195310,1,0.7862899027548178,High
3285774,0,0.7862598748790762,High
3333230,1,0.7862221387508372,High
3240462,1,0.7862039949578054,High
3184758,1,0.7861676917616259,High
3031326,1,0.7861444916638827,High
3260142,0,0.7861321234965881,High
3319662,0,0.7861012806573391,High
3042442,1,0.7860775159415267,High
3303698,1,0.7859551150724101,High
3303294,1,0.7859357284954015,High
3167134,1,0.7859167929857399,High
3222090,1,0.7858341363217058,High
3016186,1,0.7858073077194806,High
3353062,1,0.7856983557081302,High
3285442,1,0.7856979662943872,High
3245650,1,0.7855628638602341,High
3215522,1,0.7854757021267601,High
3082730,1,0.7853684789852347,High
3297010,1,0.7851895356618175,High
3013418,1,0.7851146461700003,High
3171766,1,0.7850998325066049,High
3062026,1,0.7850803043276209,High
3320378,1,0.7848920785067577,High
3398998,1,0.7848502732158956,High
3011606,1,0.784760576274804,High
3334326,1,0.7847293767923383,High
3243978,1,0.7847203495071753,High
3232814,1,0.784675629002272,High
3138906,1,0.7846231810483419,High
